film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
760,4.35,128.6,120.0,13,1,1.8333,21.99,G,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,{'Commentaries'},2,"76,86",58.0,197.0,25
761,3.080909,119.2727,168.0,3,1,2.5667,23.99,PG,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,"{'Commentaries', 'Behind the Scenes'}",6,"69,81,85,149,171,185",177.0,671.0,11
762,1.220769,111.9231,144.0,10,1,2.5667,29.99,G,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,"{'Deleted Scenes', 'Behind the Scenes'}",3,"144,178,78",84.0,322.0,13
763,7.637059,126.7059,72.0,15,1,1.25,26.99,G,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"63,177,106,127,192",143.0,521.0,17
764,7.311429,120.9286,72.0,15,1,2.5,28.99,G,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,"{'Commentaries', 'Deleted Scenes'}",9,"130,54,75,83,84,170,177,14,26",254.0,1023.0,28
765,5.451538,128.3846,168.0,5,1,3.0333,18.99,R,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2,"76,98",58.0,216.0,13
766,2.406667,127.0833,120.0,7,1,1.4,25.99,PG-13,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",6,"61,67,7,23,46,153",159.0,625.0,12
767,5.39625,97.1563,144.0,12,1,3.05,13.99,NC-17,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,"{'Commentaries', 'Behind the Scenes'}",5,"160,57,61,78,45",133.0,515.0,32
768,6.712222,105.4706,72.0,3,1,1.7,11.99,PG-13,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,"{'Commentaries', 'Deleted Scenes'}",7,"46,141,148,152,155,187,93",178.0,694.0,18
769,5.99,124.5,120.0,9,1,2.5167,21.99,PG-13,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,{'Trailers'},8,"56,66,79,160,179,8,197,195",216.0,814.0,6
770,3.59,83.0,120.0,9,1,2.45,13.99,G,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"188,131,7,17,47",141.0,555.0,15
771,7.337826,117.7391,72.0,7,1,2.2833,23.99,NC-17,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,"{'Commentaries', 'Deleted Scenes'}",8,"8,19,27,60,90,172,121,127",229.0,849.0,23
772,4.444545,113.5,96.0,7,1,1.3333,24.99,PG,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,{'Deleted Scenes'},8,"112,59,73,39,141,148,175,184",204.0,801.0,22
773,3.682308,127.76,144.0,15,1,1.8667,28.99,NC-17,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",3,"71,72,188",74.0,302.0,26
774,5.418571,123.7143,72.0,5,1,3.0333,22.99,NC-17,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"188,101,107,128",135.0,497.0,14
775,6.822917,129.6957,96.0,7,1,1.8333,18.99,PG-13,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,{'Trailers'},6,"94,124,191,156,22,33",161.0,632.0,24
776,5.561429,113.619,144.0,6,1,1.5,11.99,PG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,"{'Commentaries', 'Deleted Scenes'}",3,"55,79,144",83.0,312.0,21
777,6.267778,130.2222,120.0,15,1,2.6333,10.99,PG,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,"{'Commentaries', 'Behind the Scenes'}",6,"150,180,47,111,83,93",174.0,680.0,18
778,7.64,128.9,72.0,8,1,1.8167,24.99,G,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,"{'Commentaries', 'Trailers'}",6,"45,140,169,175,96,117",176.0,662.0,20
779,6.847143,108.8571,96.0,15,1,0.9,23.99,R,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,"{'Deleted Scenes', 'Behind the Scenes'}",7,"100,16,34,41,187,165,171",192.0,743.0,7
780,5.29,100.2,168.0,8,1,1.6333,15.99,PG,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,{'Behind the Scenes'},6,"174,61,74,75,106,121",161.0,618.0,10
781,6.19,109.6,96.0,10,1,2.1167,15.99,R,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,{'Deleted Scenes'},7,"107,136,56,63,76,24,195",203.0,776.0,5
782,3.762727,132.6818,144.0,15,1,1.0,26.99,PG-13,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,"{'Commentaries', 'Behind the Scenes'}",6,"84,98,119,149,10,23",180.0,689.0,22
783,3.99,127.4286,120.0,16,1,1.55,22.99,PG,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,"{'Commentaries', 'Deleted Scenes'}",3,"15,117,60",96.0,337.0,14
784,3.132857,94.4286,168.0,16,1,0.7833,20.99,PG,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",8,"60,83,116,199,20,41,44,159",222.0,836.0,14
785,5.779474,132.0,144.0,16,1,1.3333,20.99,PG,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,"{'Commentaries', 'Deleted Scenes'}",10,"144,155,163,199,88,109,117,124,19,37",263.0,1028.0,19
786,1.31,114.96,168.0,3,1,1.8833,14.99,R,A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon,{'Deleted Scenes'},5,"162,194,109,119,123",133.0,537.0,25
787,2.865,126.125,96.0,16,1,2.0833,12.99,G,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"101,141,184,82,47",145.0,566.0,8
788,3.19,71.2667,120.0,6,1,1.7333,15.99,R,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,{'Commentaries'},8,"34,79,80,94,118,119,166,189",217.0,831.0,15
789,3.323333,128.5714,168.0,9,1,1.3167,15.99,PG-13,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",1,159,26.0,100.0,30
790,1.573333,118.9583,144.0,7,1,1.1167,22.99,PG-13,A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin,{'Trailers'},3,"28,47,55",75.0,312.0,24
791,6.83,101.12,72.0,6,1,2.7833,24.99,PG-13,A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan,{'Deleted Scenes'},2,"69,127",54.0,206.0,25
792,3.123333,84.2143,168.0,9,1,2.5667,15.99,PG-13,A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat,{'Commentaries'},3,"48,143,148",71.0,265.0,15
793,3.775714,134.0,144.0,1,1,2.3167,14.99,R,A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",4,"66,28,31,38",105.0,409.0,14
794,2.49,145.6667,120.0,1,1,0.8667,28.99,G,A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies,"{'Deleted Scenes', 'Behind the Scenes'}",6,"17,34,142,160,167,195",161.0,593.0,12
795,1.19,123.2667,168.0,8,1,1.85,23.99,R,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Trailers'}",7,"196,15,26,50,56,105,122",210.0,789.0,15
796,3.856667,134.3333,72.0,15,1,2.25,12.99,NC-17,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,"{'Commentaries', 'Deleted Scenes'}",5,"99,102,107,112,198",174.0,634.0,15
797,1.0525,124.4375,168.0,12,1,1.1167,23.99,R,A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",4,"117,30,45,174",108.0,423.0,16
798,7.656667,160.4545,96.0,14,1,1.2333,11.99,PG,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,"{'Commentaries', 'Trailers'}",5,"165,131,4,21,42",127.0,508.0,12
799,3.156667,121.8333,72.0,11,1,0.85,26.99,NC-17,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,"{'Commentaries', 'Trailers'}",3,"40,41,158",93.0,357.0,6
800,3.353636,128.3636,168.0,11,1,2.1,19.99,PG-13,A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",4,"159,167,17,58",116.0,436.0,22
804,5.49,117.1739,168.0,11,1,2.15,13.99,PG-13,A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention,"{'Commentaries', 'Trailers'}",4,"21,23,168,74",123.0,430.0,24
805,6.09,117.8421,120.0,2,1,1.0667,12.99,G,A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",4,"60,7,27,129",128.0,470.0,20
806,4.419048,123.7,96.0,13,1,2.2833,25.99,PG,A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",6,"132,133,136,7,198,190",181.0,669.0,21
807,2.561429,117.8571,96.0,10,1,1.45,25.99,NC-17,A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India,"{'Deleted Scenes', 'Behind the Scenes'}",7,"193,80,91,114,161,165,168",185.0,723.0,21
808,2.49,127.1667,120.0,4,1,1.4,10.99,R,A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park,{'Behind the Scenes'},3,"86,18,136",81.0,311.0,6
809,1.9275,120.9375,120.0,15,1,2.6,14.99,PG-13,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,"{'Deleted Scenes', 'Trailers'}",7,"130,131,63,84,165,174,180",177.0,737.0,16
810,2.323333,125.1667,120.0,8,1,2.45,21.99,PG,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",3,"149,102,45",104.0,366.0,24
811,5.89,160.4,96.0,16,1,1.0,29.99,G,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,"{'Commentaries', 'Behind the Scenes'}",8,"2,5,9,149,179,180,49,78",217.0,833.0,10
812,1.046111,103.8235,168.0,6,1,0.8333,13.99,PG-13,A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention,{'Behind the Scenes'},6,"52,85,158,12,29,117",185.0,666.0,18
813,1.24,120.5455,168.0,15,1,3.0667,18.99,R,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,{'Behind the Scenes'},2,"95,195",58.0,222.0,12
814,5.808182,135.9091,144.0,5,1,1.8333,15.99,PG,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,{'Commentaries'},3,"124,128,135",76.0,296.0,22
815,4.212222,92.1111,96.0,4,1,1.2333,14.99,PG-13,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,{'Commentaries'},9,"100,197,188,196,55,169,9,32,39",242.0,940.0,9
816,3.163913,118.0435,72.0,2,1,1.0333,27.99,G,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,{'Trailers'},3,"13,28,181",105.0,365.0,23
817,5.24,97.375,168.0,14,1,3.0833,27.99,R,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",9,"153,179,90,112,198,5,13,15,35",254.0,978.0,8
818,6.726842,121.7895,96.0,7,1,3.0,17.99,NC-17,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,"{'Commentaries', 'Behind the Scenes'}",3,"136,159,185",88.0,336.0,19
819,3.171818,119.6,72.0,12,1,2.75,29.99,PG-13,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,"{'Deleted Scenes', 'Trailers'}",5,"191,192,127,88,182",136.0,506.0,11
820,5.322667,124.6923,72.0,2,1,3.0667,11.99,NC-17,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,"{'Commentaries', 'Behind the Scenes'}",6,"140,164,180,23,46,189",168.0,635.0,15
821,1.656667,98.3333,144.0,9,1,3.0667,17.99,NC-17,A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat,"{'Deleted Scenes', 'Trailers'}",4,"26,141,143,152",115.0,424.0,12
822,1.615,100.0,144.0,8,1,2.8167,12.99,R,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,{'Behind the Scenes'},2,"145,103",58.0,198.0,8
823,4.899091,127.381,96.0,1,1,2.3833,21.99,R,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,"{'Commentaries', 'Behind the Scenes'}",2,"70,73",49.0,188.0,22
824,6.767778,129.1111,96.0,8,1,0.8667,19.99,NC-17,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,"{'Deleted Scenes', 'Behind the Scenes'}",3,"158,180,98",87.0,343.0,9
825,3.823333,125.0833,144.0,1,1,2.75,22.99,PG-13,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,"{'Deleted Scenes', 'Behind the Scenes'}",3,"92,44,161",96.0,337.0,12
826,5.545556,129.7778,168.0,16,1,2.0667,19.99,PG-13,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,"{'Commentaries', 'Behind the Scenes'}",6,"160,168,97,129,6,23",165.0,628.0,9
827,5.79,99.55,120.0,7,1,2.35,22.99,NC-17,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",11,"3,28,38,43,174,176,177,55,81,191,114",295.0,1168.0,20
828,3.220769,108.7692,168.0,4,1,1.3167,12.99,G,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",6,"95,101,102,175,182,193",179.0,669.0,13
829,3.066923,136.7692,168.0,8,1,2.3,12.99,PG-13,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,"{'Commentaries', 'Deleted Scenes'}",8,"98,112,24,46,50,66,91,141",211.0,837.0,13
830,1.056667,100.3333,168.0,11,1,2.4833,23.99,R,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,"{'Commentaries', 'Deleted Scenes'}",11,"140,143,158,174,27,46,191,120,60,84,87",323.0,1236.0,15
831,1.808182,123.4545,120.0,14,1,2.3,20.99,PG-13,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,"{'Commentaries', 'Behind the Scenes'}",5,"61,39,105,107,117",162.0,585.0,11
832,2.418571,138.7857,120.0,8,1,2.9167,16.99,PG,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",10,"96,137,61,64,164,165,1,4,13,24",257.0,1052.0,14
833,1.942381,113.9524,120.0,3,1,2.2333,20.99,R,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",10,"13,23,43,71,83,89,196,163,165,172",275.0,1067.0,21
834,2.09,103.7,96.0,6,1,2.5167,26.99,G,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"164,68,70,74,129,191,193",190.0,720.0,10
835,3.508519,122.1481,144.0,10,1,1.8667,13.99,PG-13,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"60,93,140,157,28,40,99,105",244.0,936.0,27
836,3.99,82.4286,72.0,15,1,2.2667,14.99,PG,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"126,181,74,34,46",139.0,501.0,7
837,4.69,130.1,96.0,5,1,1.4167,19.99,PG,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,"{'Commentaries', 'Behind the Scenes'}",2,"196,102",71.0,245.0,10
838,5.951538,117.2308,120.0,1,1,1.8667,25.99,R,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,"{'Deleted Scenes', 'Trailers'}",6,"113,12,30,82,90,92",175.0,664.0,26
839,1.275714,75.0,120.0,14,1,2.1667,23.99,PG-13,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,"{'Deleted Scenes', 'Behind the Scenes'}",7,"68,82,88,127,176,37,38",203.0,775.0,7
840,2.347143,120.9286,120.0,10,1,1.25,26.99,R,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",6,"37,50,68,79,141,158",188.0,711.0,14
841,4.132857,132.45,120.0,15,1,3.0167,9.99,PG,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,{'Commentaries'},5,"168,5,101,114,137",145.0,551.0,21
842,4.76,132.0,96.0,10,1,1.8833,13.99,NC-17,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"136,18,23,142,154,175,54",202.0,787.0,13
843,6.163913,105.3478,96.0,4,1,2.3833,15.99,NC-17,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,"{'Commentaries', 'Deleted Scenes'}",3,"84,13,198",106.0,385.0,23
844,5.723333,121.0667,144.0,15,1,2.3333,16.99,PG,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"116,56,156,162",99.0,419.0,15
845,5.24,126.5,168.0,9,1,0.8,9.99,NC-17,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,"{'Deleted Scenes', 'Behind the Scenes'}",4,"144,182,102,185",130.0,461.0,20
846,7.609048,124.0952,72.0,13,1,1.55,9.99,NC-17,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",7,"96,100,115,127,7,34,152",186.0,709.0,21
847,3.275714,87.2857,168.0,13,1,2.6667,10.99,PG,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,{'Commentaries'},7,"153,169,180,14,111,121,51",187.0,723.0,14
848,3.626364,128.2727,72.0,16,1,1.5667,19.99,G,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,{'Trailers'},1,74,28.0,92.0,11
849,1.61069,115.069,144.0,2,1,0.95,28.99,NC-17,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"91,188,191,141,155,169,171,107",238.0,911.0,29
850,1.418571,105.6786,168.0,1,1,2.7167,27.99,R,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,"{'Behind the Scenes', 'Trailers'}",5,"100,11,76,161,183",131.0,499.0,28
851,2.89,103.8,72.0,15,1,2.5167,19.99,R,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,"{'Commentaries', 'Behind the Scenes'}",3,"164,193,56",77.0,305.0,20
852,3.615,147.6667,96.0,3,1,1.7167,27.99,NC-17,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",9,"57,64,65,78,173,174,179,102,118",266.0,1015.0,24
853,6.899091,104.9091,72.0,3,1,2.3167,12.99,G,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,"{'Commentaries', 'Deleted Scenes'}",9,"174,17,23,34,37,38,59,79,189",257.0,954.0,11
854,7.284118,135.9412,96.0,11,1,1.9833,22.99,R,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,"{'Behind the Scenes', 'Trailers'}",5,"11,27,44,150,72",148.0,552.0,17
855,1.5525,143.2667,168.0,6,1,2.2,28.99,PG-13,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,"{'Behind the Scenes', 'Trailers'}",3,"90,23,95",101.0,358.0,16
856,5.95,103.56,120.0,11,1,1.2167,11.99,R,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,{'Commentaries'},7,"112,14,23,58,70,93,167",198.0,774.0,25
857,4.946522,110.9565,72.0,5,1,2.4,24.99,PG-13,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",4,"140,173,129,86",116.0,438.0,23
858,5.923333,101.8667,120.0,5,1,2.1167,21.99,R,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,{'Trailers'},11,"54,58,80,90,4,198,191,105,106,119,124",337.0,1278.0,15
859,6.225294,88.0,72.0,2,1,1.9,20.99,PG,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"107,8,142,176,91",142.0,516.0,17
861,7.037619,120.0526,72.0,10,1,1.85,12.99,R,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,{'Commentaries'},5,"114,134,54,67,42",122.0,464.0,21
862,2.1775,122.0,120.0,4,1,0.8833,25.99,G,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,"{'Deleted Scenes', 'Behind the Scenes'}",8,"29,56,59,76,139,141,183,97",222.0,842.0,16
863,2.15,126.04,120.0,14,1,2.35,9.99,R,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,"{'Behind the Scenes', 'Trailers'}",5,"109,141,142,18,20",133.0,523.0,25
864,2.200526,119.9444,120.0,3,1,1.5333,21.99,NC-17,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory,"{'Commentaries', 'Behind the Scenes'}",7,"147,167,182,105,117,69,89",193.0,748.0,19
865,7.115,115.875,72.0,2,1,2.25,19.99,PG-13,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,{'Behind the Scenes'},5,"72,112,5,9,42",132.0,499.0,24
866,1.615,129.0,144.0,8,1,0.8,28.99,NC-17,A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California,"{'Commentaries', 'Behind the Scenes'}",3,"106,114,76",91.0,322.0,8
867,6.682308,144.7692,120.0,8,1,0.9667,10.99,PG,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"42,166,184",78.0,295.0,13
868,1.79,90.4,120.0,16,1,1.9,27.99,PG,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,"{'Commentaries', 'Behind the Scenes'}",7,"170,181,40,119,133,56,90",215.0,818.0,10
869,4.456667,121.1379,96.0,1,1,0.7833,22.99,PG,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,{'Trailers'},8,"70,85,112,130,158,180,40,195",222.0,895.0,30
870,2.656667,118.5769,96.0,11,1,2.05,12.99,PG-13,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,"{'Commentaries', 'Trailers'}",6,"181,67,75,76,82,87",169.0,635.0,27
871,6.211667,157.8824,144.0,5,1,2.9333,19.99,PG,A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies,"{'Deleted Scenes', 'Behind the Scenes'}",5,"66,146,198,12,25",156.0,565.0,18
872,5.456667,117.8667,72.0,16,1,3.0833,27.99,R,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon,{'Deleted Scenes'},6,"143,171,176,74,100,194",162.0,630.0,15
873,3.403793,125.5357,72.0,3,1,1.8,13.99,G,A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"83,9,17,27,150",157.0,566.0,29
875,1.36931,111.8966,144.0,15,1,2.8833,9.99,PG,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"131,142,36,44,85",146.0,536.0,29
876,5.115,108.75,72.0,11,1,1.5167,11.99,PG-13,A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert,{'Trailers'},3,"159,38,42",78.0,284.0,8
877,2.048824,109.2353,96.0,12,1,1.0667,23.99,PG-13,A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia,"{'Commentaries', 'Deleted Scenes'}",6,"19,69,82,100,125,170",156.0,630.0,17
878,7.519412,120.1176,72.0,16,1,1.2333,25.99,G,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",5,"143,52,86,33,44",138.0,515.0,17
879,8.582593,155.5185,72.0,12,1,2.4667,20.99,PG,A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat,{'Commentaries'},7,"28,52,200,158,174,107,138",202.0,770.0,27
